ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
122,修涞贵、李艳华,370.0,4%,8,修正药业,Xiuzheng,吉林长春,医药,Pharmaceuticals,夫妇,先生,69,1955-01-01,198,中国-吉林,中国-吉林-长春,本科,吉大,,370.0,69,医药,吉林长春
125,邬建树,360.0,-36%,-51,拓普,Tuopu,浙江宁波,汽车零部件制造,Automobile parts,未知,先生,60,1964-01-01,198,中国-浙江-宁波,中国-浙江-宁波,,,,360.0,60,汽车零部件制造,浙江宁波
126,陈发树,355.0,-7%,-4,新华都,Xinhuadu,福建福州,医药、零售、投资,"Retail, Pharmaceuticals, Investments",未知,先生,63,1961-10-25,198,中国-福建-泉州,中国-福建-福州,,,,355.0,63,医药、零售、投资,福建福州
126,黄如论、黄涛,355.0,0%,4,世纪金源,Century Golden Resources,北京,房地产,Real Estate,家族,先生,73,1951-09-01,198,中国-福建-福州,中国-北京,,,中国-河南,355.0,73,房地产,北京
128,赖梅松,350.0,-9%,-10,中通,ZTO,上海青浦,物流,Logistics,未知,先生,54,1970-12-01,198,,中国-上海,,,,350.0,54,物流,上海青浦
128,汪滔,350.0,-30%,-49,大疆,DJI,广东深圳,无人机,Drones,未知,先生,44,1980-01-01,198,中国-浙江-杭州,中国-广东-深圳,本科,香港科技,,350.0,44,无人机,广东深圳
128,张和君,350.0,40%,77,德业股份,Deye Technology,浙江宁波,电器零部件制造,Electrical machinery ,未知,先生,72,1952-01-01,198,,中国-浙江-宁波,,,,350.0,72,电器零部件制造,浙江宁波
131,朱艳,340.0,-7%,-3,贝壳,KE,北京,房地产服务,Real Estate Service,家族,先生,53,1971-01-01,198,中国-陕西-渭南,中国-北京,,,,340.0,53,房地产服务,北京
132,陈志列、王蓉,335.0,8%,30,研祥,Evoc,广东深圳,特种计算机,Intelligent Devices,夫妇,先生,61,1963-01-01,198,中国-江苏-无锡,中国-广东-深圳,硕士,西北工业,中国-江苏-无锡,335.0,61,特种计算机,广东深圳
132,李想,335.0,-52%,-82,理想汽车,Li Auto,北京,新能源汽车,E-cars,未知,先生,43,1981-10-05,198,,中国-北京,,,,335.0,43,新能源汽车,北京
132,张忠谋,335.0,72%,142,台积电,TSMC,台湾新竹,半导体,Semiconductors,未知,先生,93,1931-07-10,198,中国-浙江-宁波,中国-台湾-新竹,,,中国-浙江-宁波,335.0,93,半导体,台湾新竹
135,刘金成、骆锦红,330.0,-27%,-43,亿纬锂能,EVE Energy,广东惠州,锂电池,Lithium Battery,夫妇,先生,60,1964-09-01,198,中国-湖北-武汉,中国-广东-惠州,硕士,武大,,330.0,60,锂电池,广东惠州
135,张志祥,330.0,-1%,11,建龙,Jianlong,北京,钢铁、矿业、船运,"Steel, Mining, Shipbuilding",未知,先生,57,1967-01-01,198,中国-浙江-宁波,中国-北京,本科,浙江工业,中国-浙江-宁波,330.0,57,钢铁、矿业、船运,北京
137,李革,325.0,-28%,-40,药明康德,Wuxi Pharma Tech,上海浦东,医药,Pharmaceuticals,未知,先生,57,1967-01-01,198,中国-北京,中国-上海,,,中国-浙江-温州,325.0,57,医药,上海浦东
137,林张素娥,325.0,3%,22,联邦,Liberty Times,台湾台北,房地产、金融,"Real Estate, Financial Services",家族,先生,未知,1900-01-01,198,,中国-台湾-台北,,,中国-福建-泉州,325.0,0,房地产、金融,台湾台北
137,史玉柱、史静,325.0,-8%,-7,巨人,Giant,上海松江,金融、在线游戏、投资,"Finance, online games, Investments",父女,先生,62,1962-09-01,198,中国-安徽-蚌阜,中国-上海,本科,浙大,中国-安徽-蚌阜,325.0,62,金融、在线游戏、投资,上海松江
140,陈天石,320.0,73%,150,寒武纪,Cambricon,北京,人工智能芯片,AI Chips,未知,先生,39,1985-06-01,198,,中国-北京,,,,320.0,39,人工智能芯片,北京
140,何小鹏,320.0,-29%,-43,小鹏汽车,Xpeng Motors,广东广州,新能源汽车,E-cars,未知,先生,47,1977-11-01,198,中国-湖北-黄石,中国-广东-广州,本科,华南理工,中国-湖北-黄石,320.0,47,新能源汽车,广东广州
140,胡凯军,320.0,-14%,-14,远大,Grand Enterprises,北京,医药,Pharmaceuticals,未知,先生,62,1962-01-01,198,,中国-北京,,,,320.0,62,医药,北京
143,陈金霞,315.0,-2%,12,涌金投资,Yongjin,上海浦东,医药、投资,"Pharmaceutical, Investments",未知,女士,56,1968-03-01,198,中国-上海,中国-上海,硕士,上财、人大,中国-上海,315.0,56,医药、投资,上海浦东
144,何超琼,310.0,2%,21,信德、美高梅中国,"Shun Tak, MGM China",香港,博彩,Gaming,未知,女士,62,1962-01-01,198,中国-香港,中国-香港,,,中国-澳门,310.0,62,博彩,香港
145,郭炳联,305.0,-6%,5,新鸿基,Sun Hung Kai,香港,房地产,Estate Holding,家族,先生,72,1952-01-01,198,中国-香港,中国-香港,,,中国-香港,305.0,72,房地产,香港
145,郭基辉,305.0,-6%,5,新鸿基,Sun Hung Kai,香港,房地产,Estate Holding,家族,先生,41,1983-01-01,198,中国-香港,中国-香港,,,中国-香港,305.0,41,房地产,香港
145,施永宏、李海燕,305.0,-22%,-30,海底捞,Haidilao,北京,餐饮,Restaurants,夫妇,先生,54,1970-01-01,198,中国-四川-成都,中国-北京,,,,305.0,54,餐饮,北京
148,程雪,300.0,9%,36,海天味业,Haitian,广东佛山,调味品,Food Flavorings,未知,女士,54,1970-02-01,198,中国-江苏-盐城,中国-广东-佛山,本科,,,300.0,54,调味品,广东佛山
148,董建成,300.0,0%,19,东方海外,OOCL,香港,运输,Transportation,家族,先生,81,1943-01-01,198,中国-上海,中国-香港,,,中国-浙江-宁波,300.0,81,运输,香港
148,林建华、张虹,300.0,-25%,-34,福斯特,First,浙江杭州,光伏材料,Photovoltaic,夫妇,先生,62,1962-01-01,198,中国-福建,中国-浙江-杭州,本科,,,300.0,62,光伏材料,浙江杭州
148,刘益谦,300.0,-20%,-25,新理益,Sunline,上海浦东,投资,Investments,家族,先生,61,1963-01-01,198,中国-上海,中国-上海,,,中国-湖北,300.0,61,投资,上海浦东
148,沈南鹏,300.0,11%,40,红杉,Sequoia,北京,投资,Investments,未知,先生,57,1967-01-01,198,中国-浙江-嘉兴,中国-香港,硕士,上交大、耶鲁,中国-浙江-嘉兴,300.0,57,投资,北京
148,杨建文,300.0,15%,51,伯恩光学,Biel Crystal Manufactory,香港,工业产品,Industrial Products,家族,先生,71,1953-01-01,198,中国-香港,中国-香港,,,中国-香港,300.0,71,工业产品,香港
148,易峥,300.0,-9%,0,同花顺,Hithink RoyalFlush,浙江杭州,软件,Software,未知,先生,54,1970-01-01,198,中国-北京,中国-浙江-杭州,本科,浙大,,300.0,54,软件,浙江杭州
155,陈凯旋,295.0,-8%,0,立白,Liby,广东广州,日化用品,Personal Care,家族,先生,66,1958-01-01,198,中国-广东-揭阳,中国-广东-广州,,,中国-广东-揭阳,295.0,66,日化用品,广东广州
155,辜仲立,295.0,9%,33,中信金控,CTBC,台湾台北,金融服务,Financial Services,家族,先生,57,1967-01-01,198,中国-台湾-台北,中国-台湾-台北,,,,295.0,57,金融服务,台湾台北
157,蔡奎,290.0,-26%,-42,龙湖,Longfor,北京,房地产,Real Estate,家族,先生,63,1961-01-01,198,中国-四川-资阳,中国-香港,本科,南航,中国-重庆,290.0,63,房地产,北京
157,蔡志明,290.0,4%,22,旭日国际,Early Light International,香港,玩具,Toys,未知,先生,79,1945-01-01,198,中国-广东-揭阳,中国-香港,,,中国-广东-揭阳,290.0,79,玩具,香港
157,米恩华,290.0,2%,17,华凌工贸,Hualing,新疆乌鲁木齐,地产、畜牧,"Real estate, Animal Husbandry",家族,先生,66,1958-04-01,198,中国-山东-泰安,中国-新疆-乌鲁木齐,,,,290.0,66,地产、畜牧,新疆乌鲁木齐
157,王健林,290.0,-38%,-68,万达,Wanda,北京,房地产、文化,"Real Estate, Media & Entertainment",家族,先生,70,1954-10-01,198,中国-四川-绵阳,中国-北京,本科,辽大,中国-四川-广元,290.0,70,房地产、文化,北京
157,吴向东,290.0,-16%,-17,华泽,Huaze,北京,酒业、投资,"Wine, Investments",未知,先生,54,1970-01-01,198,中国-湖南-株洲,中国-北京,,,,290.0,54,酒业、投资,北京
157,杨绍鹏,290.0,21%,57,海丰,SITC Maritime,香港,航运,Shipping,未知,先生,68,1956-01-01,198,中国-山东-青岛,中国-上海,,,中国-山东-青岛,290.0,68,航运,香港
157,尤小平,290.0,2%,17,华峰,Huafeng,浙江温州,化工、铝业、投资,"Chemical, Aluminum, Investments",家族,先生,66,1958-01-01,198,中国-浙江-温州,中国-浙江-温州,,,,290.0,66,化工、铝业、投资,浙江温州
164,蔡明介,285.0,50%,116,联发科技,Media Tek,台湾新竹,半导体,Semiconductors,家族,先生,74,1950-04-06,198,中国-台湾,中国-台湾-新竹,,,,285.0,74,半导体,台湾新竹
164,陈华,285.0,-19%,-27,京基,Kingkey,广东深圳,房地产、投资,Real Estate,家族,先生,58,1966-01-01,198,中国-广东-湛江,中国-广东-深圳,,,中国-广东-湛江,285.0,58,房地产、投资,广东深圳
164,郭广昌,285.0,-16%,-20,复星,Fosun,上海黄浦,投资,Investments,未知,先生,57,1967-02-01,198,中国-浙江-金华,中国-上海,硕士,复旦、复旦,中国-浙江-金华,285.0,57,投资,上海黄浦
164,赵涛,285.0,-3%,6,步长,Buchang,北京,医药,Pharmaceuticals,家族,先生,58,1966-01-01,198,中国-陕西-西安,中国-北京,硕士,西安医科、美国福坦莫大学,中国-陕西,285.0,58,医药,北京
168,钭正刚,280.0,12%,37,锦江,Jinjiang,浙江杭州,能源、化工,"Energy, chemical",家族,先生,71,1953-01-01,198,中国-浙江,中国-浙江-杭州,,,,280.0,71,能源、化工,浙江杭州
168,李华,280.0,4%,20,富途,Futu Holdings,香港,金融服务,Financial Services,未知,先生,46,1978-01-01,198,,中国-香港,本科,,,280.0,46,金融服务,香港
168,孙广信,280.0,-11%,-9,广汇,Guanghui,新疆乌鲁木齐,汽车销售、能源、房地产,"Car Sales, Energy, Real Estate",未知,先生,62,1962-12-01,198,中国-新疆-乌鲁木齐,中国-新疆-乌鲁木齐,硕士,西安陆军、社科院,中国-山东-青岛,280.0,62,汽车销售、能源、房地产,新疆乌鲁木齐
168,徐旭东,280.0,33%,85,远东,Far Eastern,台湾新北,金融服务,Financial Services,未知,先生,83,1941-08-24,198,中国-上海,中国-台湾-新北,,,中国-江苏-南通,280.0,83,金融服务,台湾新北
172,王宁,275.0,72%,186,泡泡玛特,Pop Mart,北京,玩具,Retail,家族,先生,37,1987-01-01,198,中国-河南-新乡,中国-北京,,,中国-河南-新乡,275.0,37,玩具,北京
173,李贤义,270.0,-25%,-44,信义,Xinyi Glass,香港,玻璃,Glass,家族,先生,72,1952-01-01,198,中国-福建-泉州,中国-香港,,,中国-福建-泉州,270.0,72,玻璃,香港
173,涂辉龙,270.0,0%,15,海雅,Haiya,广东深圳,商业、金融、地产,"Financial, Real estate",未知,先生,65,1959-04-01,198,中国-广东-汕尾,中国-广东-深圳,硕士,武汉江汉石油,中国-广东-汕尾,270.0,65,商业、金融、地产,广东深圳
173,朱鼎健,270.0,0%,15,观澜湖,Mission Hills,广东深圳,房地产,Real Estate,家族,先生,50,1974-01-01,198,中国-香港,中国-广东-深圳,本科,加拿大西安大略大学,中国-广东-潮汕,270.0,50,房地产,广东深圳
176,梁庆德,265.0,-15%,-14,格兰仕,Galanz,广东佛山,家电,Household Appliances,家族,先生,87,1937-06-01,198,中国-广东-佛山,中国-广东-佛山,,,中国-广东-佛山,265.0,87,家电,广东佛山
176,夏佐全,265.0,-7%,-2,比亚迪,BYD,广东深圳,汽车、充电电池,"Automobile, New Energy",未知,先生,61,1963-01-01,198,中国-湖北-襄阳,中国-广东-深圳,本科,北京科技,中国-湖北-襄阳,265.0,61,汽车、充电电池,广东深圳
176,叶澄海、廖清清,265.0,6%,29,信立泰,Salubris Pharmaceuticals,广东深圳,医药,Pharmaceuticals,夫妇,先生,81,1943-08-01,198,中国-广东-梅州,中国-广东-深圳,硕士,人大、中国党校,中国-广东-梅州,265.0,81,医药,广东深圳
179,江南春,260.0,-19%,-24,分众传媒,FocusMedia,上海长宁,数字新媒体、投资,"Digital media, Investments",未知,先生,51,1973-03-01,198,中国-上海,中国-上海,本科,华东师大,中国-上海,260.0,51,数字新媒体、投资,上海长宁
179,李振国、李喜燕,260.0,-37%,-67,隆基,Longi,陕西西安,硅材料,Silicon Materials,夫妇,先生,56,1968-05-01,198,中国-河南-许昌,中国-陕西-西安,硕士,,中国-河南-许昌,260.0,56,硅材料,陕西西安
179,林陈海,260.0,21%,64,宝佳,Pao Chia,台湾新北,房地产,Real Estate,家族,先生,未知,1900-01-01,198,中国-台湾-台北,中国-台湾-新北,,,,260.0,0,房地产,台湾新北
179,林鸿南,260.0,6%,33,宏泰,Hung Tai Construction,台湾台北,投资,Investments,家族,先生,57,1967-01-01,198,中国-台湾,中国-台湾-台北,,,中国-福建-泉州,260.0,57,投资,台湾台北
179,刘克振,260.0,8%,35,研华,Advantech,台湾台北,电脑产品,Computer Products,家族,先生,70,1954-01-01,198,中国-台湾,中国-台湾-台北,,,,260.0,70,电脑产品,台湾台北
179,张磊,260.0,8%,35,高瓴资本,Hillhouse Capital,美国纽约,投资,Investments,未知,先生,52,1972-01-01,198,中国-河南-驻马店,中国-香港,硕士,人大、耶鲁,,260.0,52,投资,美国纽约
185,李春安,255.0,-9%,-6,隆基,Longi,陕西西安,硅材料,Silicon Materials,未知,先生,56,1968-05-01,198,中国-甘肃-兰州,中国-陕西-西安,硕士,,,255.0,56,硅材料,陕西西安
185,缪汉根、朱红梅,255.0,-35%,-70,盛虹,Shenghong Printing & Dyeing,江苏苏州,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",夫妇,先生,59,1965-08-01,198,中国-江苏-苏州,中国-江苏-苏州,,,中国-江苏-苏州,255.0,59,印染、化纤、房地产,江苏苏州
185,叶国富、杨云云,255.0,-34%,-67,名创优品,Miniso,广东广州,新零售,New Retail,夫妇,先生,47,1977-11-01,198,中国-湖北-十堰,中国-广东-广州,,,中国-湖北-十堰,255.0,47,新零售,广东广州
185,余竹云,255.0,113%,307,中环新能源,Central Holding,安徽合肥,绿色建材、新能源,"Construction Engineering, New Energy",未知,先生,51,1973-12-01,198,中国-浙江-衢州,中国-安徽-合肥,,,中国-浙江-衢州,255.0,51,绿色建材、新能源,安徽合肥
185,喻会蛟,255.0,0%,17,圆通速递,YTO,上海青浦,物流,Logistics,家族,先生,55,1969-10-01,198,中国-浙江,中国-上海,,,,255.0,55,物流,上海青浦
185,周建平,255.0,-12%,-14,海澜,Heilan,江苏无锡,服装、投资,"Apparel, Investments",家族,先生,63,1961-05-01,198,中国-江苏-无锡,中国-江苏-无锡,,,中国-江苏-无锡,255.0,63,服装、投资,江苏无锡
191,曹德旺,250.0,19%,62,福耀玻璃,Fuyao Glass,福建福州,玻璃,Glass ,未知,先生,78,1946-01-01,198,中国-福建-福州,中国-福建-福州,,,,250.0,78,玻璃,福建福州
191,杜江涛、郝虹,250.0,0%,14,君正,Junzheng,内蒙古乌海,煤化工、电力、运输,Energy Chemical,夫妇,先生,55,1969-01-01,198,中国-内蒙古-乌海,中国-内蒙古-乌海,本科,北京理工,中国-内蒙古,250.0,55,煤化工、电力、运输,内蒙古乌海
191,缪寿良,250.0,-7%,-3,富源,Fuyuan,广东深圳,房地产、水电,"Real Estate, Hydroelectricity, New Energy",未知,先生,69,1955-12-01,198,中国-广东,中国-广东-深圳,,,中国-广东-梅州,250.0,69,房地产、水电,广东深圳
191,彭铁缆,250.0,4%,23,博深集团,Bosen,湖南长沙,企业服务,Business Services,未知,先生,未知,1900-01-01,198,中国-湖南-长沙,中国-湖南-长沙,,,中国-湖南-湘西,250.0,0,企业服务,湖南长沙
191,宋涛,250.0,6%,32,米哈游,Mihoyo,上海,游戏,Online games,未知,先生,48,1976-01-01,198,,中国-上海,,,,250.0,48,游戏,上海
196,严建亚、范代娣,245.0,9%,36,巨子生物,Giant Biogene,陕西西安,生物科技,Biotechnology,夫妇,先生,58,1966-01-01,198,,中国-西安,,,,245.0,58,生物科技,陕西西安
196,袁征,245.0,-6%,3,zoom,zoom,美国旧金山,视频软件,Video Software,家族,先生,54,1970-01-01,198,中国-山东,美国-加州,硕士,山东科技大学、斯坦福,中国-山东,245.0,54,视频软件,美国旧金山
198,郭金树,240.0,41%,127,汇能,Huineng,内蒙古鄂尔多斯,煤炭、路桥、房地产,"Coal, Construction, Real Estate",未知,先生,73,1951-01-01,198,中国-内蒙古-鄂尔多斯,中国-内蒙古-鄂尔多斯,,,,240.0,73,煤炭、路桥、房地产,内蒙古鄂尔多斯
198,姜滨、胡双美,240.0,23%,76,歌尔股份,GoerTek,山东潍坊,声学及多媒体产品,Electronic Components,夫妇,先生,58,1966-01-01,198,中国-山东-威海,中国-山东-潍坊,本科,北航,中国-山东,240.0,58,声学及多媒体产品,山东潍坊
198,许家彰,240.0,-4%,7,奇美,Chi Mei,台湾台南,化工,Chemicals,家族,先生,未知,1900-01-01,0,,中国-台湾-台南,,,,240.0,0,化工,台湾台南
198,姚良松,240.0,-47%,-106,欧派家居,Oppein,广东广州,橱柜,Furniture,未知,先生,60,1964-08-01,198,中国-广东-梅州,中国-广东-广州,本科,北航,中国-广东-梅州,240.0,60,橱柜,广东广州
198,朱共山,240.0,14%,55,协鑫,GCL,香港,太阳能芯片、发电厂,Solar,家族,先生,66,1958-02-01,198,中国-江苏-盐城,中国-香港,博士,南京工程、加拿大乔治布朗、菲律宾比利勤,中国-江苏-盐城,240.0,66,太阳能芯片、发电厂,香港
203,曹其峰,235.0,2%,24,永新,Novel Enterprises,香港,杂货,Grocery,未知,先生,78,1946-01-01,198,中国-香港,中国-香港,,,中国-香港,235.0,78,杂货,香港
203,张茵,235.0,-15%,-19,玖龙纸业,Nine Dragons Paper,广东东莞,环保造纸,Paper & Packaging,家族,女士,67,1957-01-01,198,中国-广东-韶关,中国-广东-东莞,本科,,中国-黑龙江-鸡西,235.0,67,环保造纸,广东东莞
203,郑崇华,235.0,12%,50,台达电子,Delta,台湾台北,半导体,Semiconductors,家族,先生,88,1936-01-01,198,中国-福建-南平,中国-台湾-台北,,,中国-福建-南平,235.0,88,半导体,台湾台北
206,陈大年,230.0,-4%,8,掌门科技,Zenmen,上海浦东,上网平台,Online games,未知,先生,46,1978-05-01,198,中国-浙江-绍兴,中国-上海,,,中国-浙江-绍兴,230.0,46,上网平台,上海浦东
206,廖龙星,230.0,0%,21,长春,Chang Chun,台湾台北,化工,Chemicals,未知,先生,未知,1900-01-01,198,中国-台湾,中国-台湾-台北,,,,230.0,0,化工,台湾台北
206,林书鸿,230.0,0%,21,长春,Chang Chun,台湾台北,化工,Chemicals,未知,先生,96,1928-01-01,198,中国-台湾,中国-台湾-台北,,,,230.0,96,化工,台湾台北
206,王麒诚、吴艳,230.0,2%,26,汉鼎宇佑,Hakim,浙江杭州,文化传媒、投资,"Media, Investments",夫妇,先生,44,1980-01-01,198,中国-浙江-杭州,中国-上海,本科,浙大,,230.0,44,文化传媒、投资,浙江杭州
206,徐波,230.0,-15%,-18,多益网络,Duoyi,广东广州,网络游戏,Gaming,未知,先生,47,1977-01-01,198,,中国-广东-广州,,,,230.0,47,网络游戏,广东广州
