期号,开奖时间,前区号码,后区号码,有序前区号码,有序后区号码,销售额,奖池金额,开奖星期,中奖详情,顺序
24135,2024-11-20,06 08 22 24 30,03 08,06 24 08 30 22,03 08,312278951,908783183.33,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '11', 'awardMoney': '7341497', 'totalMoney': '80756467'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '4', 'awardMoney': '5873197', 'totalMoney': '23492788'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '290', 'awardMoney': '39797', 'totalMoney': '11541130'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '97', 'awardMoney': '31837', 'totalMoney': '3088189'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '274', 'awardMoney': '10000', 'totalMoney': '2740000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1172', 'awardMoney': '3000', 'totalMoney': '3516000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '19081', 'awardMoney': '300', 'totalMoney': '5724300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '40499', 'awardMoney': '200', 'totalMoney': '8099800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '36814', 'awardMoney': '100', 'totalMoney': '3681400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '996190', 'awardMoney': '15', 'totalMoney': '14942850'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '9562764', 'awardMoney': '5', 'totalMoney': '47813820'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",10
24134,2024-11-18,01 04 07 13 33,05 06,04 13 01 07 33,05 06,315446181,961163598.85,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '123', 'awardMoney': '112009', 'totalMoney': '13777107'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '39', 'awardMoney': '89607', 'totalMoney': '3494673'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '271', 'awardMoney': '10000', 'totalMoney': '2710000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '842', 'awardMoney': '3000', 'totalMoney': '2526000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20617', 'awardMoney': '300', 'totalMoney': '6185100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '25037', 'awardMoney': '200', 'totalMoney': '5007400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '49752', 'awardMoney': '100', 'totalMoney': '4975200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '836717', 'awardMoney': '15', 'totalMoney': '12550755'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8421095', 'awardMoney': '5', 'totalMoney': '42105475'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9
24133,2024-11-16,08 10 14 22 29,04 06,10 08 22 29 14,04 06,340137954,939926813.87,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '10000000', 'totalMoney': '60000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '105', 'awardMoney': '148951', 'totalMoney': '15639855'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '28', 'awardMoney': '119160', 'totalMoney': '3336480'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '249', 'awardMoney': '10000', 'totalMoney': '2490000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '858', 'awardMoney': '3000', 'totalMoney': '2574000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '22768', 'awardMoney': '300', 'totalMoney': '6830400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '29241', 'awardMoney': '200', 'totalMoney': '5848200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '51561', 'awardMoney': '100', 'totalMoney': '5156100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '890346', 'awardMoney': '15', 'totalMoney': '13355190'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8831505', 'awardMoney': '5', 'totalMoney': '44157525'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8
24132,2024-11-13,05 06 10 16 31,06 09,06 10 31 16 05,09 06,313339293,940646991.55,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '9953712', 'totalMoney': '59722272'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '7962969', 'totalMoney': '7962969'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '86', 'awardMoney': '140888', 'totalMoney': '12116368'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '24', 'awardMoney': '112710', 'totalMoney': '2705040'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '207', 'awardMoney': '10000', 'totalMoney': '2070000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1151', 'awardMoney': '3000', 'totalMoney': '3453000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18751', 'awardMoney': '300', 'totalMoney': '5625300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '37970', 'awardMoney': '200', 'totalMoney': '7594000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '37609', 'awardMoney': '100', 'totalMoney': '3760900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '965234', 'awardMoney': '15', 'totalMoney': '14478510'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '9836811', 'awardMoney': '5', 'totalMoney': '49184055'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7
24131,2024-11-11,02 03 04 21 26,02 03,02 03 04 21 26,02 03,314078746,955783254.75,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '10', 'awardMoney': '8892360', 'totalMoney': '88923600'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '7113888', 'totalMoney': '7113888'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '86', 'awardMoney': '181338', 'totalMoney': '15595068'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '20', 'awardMoney': '145070', 'totalMoney': '2901400'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '194', 'awardMoney': '10000', 'totalMoney': '1940000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '921', 'awardMoney': '3000', 'totalMoney': '2763000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15317', 'awardMoney': '300', 'totalMoney': '4595100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '26281', 'awardMoney': '200', 'totalMoney': '5256200'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '32326', 'awardMoney': '100', 'totalMoney': '3232600'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '760636', 'awardMoney': '15', 'totalMoney': '11409540'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8125432', 'awardMoney': '5', 'totalMoney': '40627160'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6
24130,2024-11-09,11 21 25 31 32,04 10,32 31 25 21 11,10 04,324915160,986242258.8,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '6', 'awardMoney': '10000000', 'totalMoney': '60000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '2', 'awardMoney': '8000000', 'totalMoney': '16000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '113', 'awardMoney': '132321', 'totalMoney': '14952273'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '29', 'awardMoney': '105856', 'totalMoney': '3069824'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '304', 'awardMoney': '10000', 'totalMoney': '3040000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '883', 'awardMoney': '3000', 'totalMoney': '2649000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '20419', 'awardMoney': '300', 'totalMoney': '6125700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '27305', 'awardMoney': '200', 'totalMoney': '5461000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '53328', 'awardMoney': '100', 'totalMoney': '5332800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '826931', 'awardMoney': '15', 'totalMoney': '12403965'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '8455407', 'awardMoney': '5', 'totalMoney': '42277035'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5
24129,2024-11-06,07 19 30 31 34,05 07,31 19 34 30 07,05 07,293942499,998345494.65,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '3', 'awardMoney': '10000000', 'totalMoney': '30000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '78', 'awardMoney': '181532', 'totalMoney': '14159496'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '23', 'awardMoney': '145225', 'totalMoney': '3340175'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '187', 'awardMoney': '10000', 'totalMoney': '1870000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '679', 'awardMoney': '3000', 'totalMoney': '2037000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15817', 'awardMoney': '300', 'totalMoney': '4745100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '23947', 'awardMoney': '200', 'totalMoney': '4789400'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '35079', 'awardMoney': '100', 'totalMoney': '3507900'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '709675', 'awardMoney': '15', 'totalMoney': '10645125'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7378655', 'awardMoney': '5', 'totalMoney': '36893275'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4
24128,2024-11-04,03 07 10 29 31,01 03,03 29 31 10 07,01 03,295772015,966301155.53,星期一,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '2', 'awardMoney': '10000000', 'totalMoney': '20000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '75', 'awardMoney': '214022', 'totalMoney': '16051650'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '21', 'awardMoney': '171217', 'totalMoney': '3595557'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '233', 'awardMoney': '10000', 'totalMoney': '2330000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '523', 'awardMoney': '3000', 'totalMoney': '1569000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13330', 'awardMoney': '300', 'totalMoney': '3999000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '17285', 'awardMoney': '200', 'totalMoney': '3457000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '34161', 'awardMoney': '100', 'totalMoney': '3416100'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '596606', 'awardMoney': '15', 'totalMoney': '8949090'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '6380496', 'awardMoney': '5', 'totalMoney': '31902480'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3
24127,2024-11-02,02 03 10 16 28,07 10,28 03 10 02 16,07 10,320316369,924642774.0,星期六,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '4', 'awardMoney': '10000000', 'totalMoney': '40000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '1', 'awardMoney': '8000000', 'totalMoney': '8000000'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '146', 'awardMoney': '107175', 'totalMoney': '15647550'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '40', 'awardMoney': '85740', 'totalMoney': '3429600'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '392', 'awardMoney': '10000', 'totalMoney': '3920000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '838', 'awardMoney': '3000', 'totalMoney': '2514000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '18881', 'awardMoney': '300', 'totalMoney': '5664300'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '25419', 'awardMoney': '200', 'totalMoney': '5083800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '41955', 'awardMoney': '100', 'totalMoney': '4195500'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '758702', 'awardMoney': '15', 'totalMoney': '11380530'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7496368', 'awardMoney': '5', 'totalMoney': '37481840'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2
24126,2024-10-30,02 10 17 28 34,07 08,02 10 34 28 17,08 07,294045224,905005034.37,星期三,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '基本', 'awardNum': '5', 'awardMoney': '10000000', 'totalMoney': '50000000'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': '0'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '基本', 'awardNum': '112', 'awardMoney': '122664', 'totalMoney': '13738368'}, 'addToBetWinner': {'remark': '追加', 'awardNum': '40', 'awardMoney': '98131', 'totalMoney': '3925240'}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '182', 'awardMoney': '10000', 'totalMoney': '1820000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '856', 'awardMoney': '3000', 'totalMoney': '2568000'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13839', 'awardMoney': '300', 'totalMoney': '4151700'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '21884', 'awardMoney': '200', 'totalMoney': '4376800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '7', 'baseBetWinner': {'remark': '七等奖', 'awardNum': '27378', 'awardMoney': '100', 'totalMoney': '2737800'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '8', 'baseBetWinner': {'remark': '八等奖', 'awardNum': '691752', 'awardMoney': '15', 'totalMoney': '10376280'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '9', 'baseBetWinner': {'remark': '九等奖', 'awardNum': '7552436', 'awardMoney': '5', 'totalMoney': '37762180'}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1
